"merged_id","merged_file","batch","original_file","selection_tier","sample_origin","source_group","source_reference","source_page","rights","visual_note","sha256","bytes","source_path"
"B3-025","B3_025__A25__candidate_184__D01448673_tang_ceiling_pattern_p242_i03_x3101_323x92.png","batch3_20260715","A25__candidate_184__D01448673_tang_ceiling_pattern_p242_i03_x3101_323x92.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_184__D01448673_tang_ceiling_pattern_p242_i03_x3101_323x92.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","28a0b47dfab0814ac315437d0a4201fa36510679a28cec5a8aba82ebe19b7b40","33300","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A25__candidate_184__D01448673_tang_ceiling_pattern_p242_i03_x3101_323x92.png"
"B3-026","B3_026__A26__candidate_190__D01448673_tang_ceiling_pattern_p244_i03_x3125_302x115.png","batch3_20260715","A26__candidate_190__D01448673_tang_ceiling_pattern_p244_i03_x3125_302x115.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_190__D01448673_tang_ceiling_pattern_p244_i03_x3125_302x115.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","beacbaa9f04dc1d86c3fc693e2fe88156390f6b5bec2263e9036cff0e1928940","35829","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A26__candidate_190__D01448673_tang_ceiling_pattern_p244_i03_x3125_302x115.png"
"B3-027","B3_027__A27__candidate_193__D01448673_tang_ceiling_pattern_p244_i07_x3129_321x116.png","batch3_20260715","A27__candidate_193__D01448673_tang_ceiling_pattern_p244_i07_x3129_321x116.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_193__D01448673_tang_ceiling_pattern_p244_i07_x3129_321x116.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","f29063b17ac0e76782f048cbedd09dbbcc50bdf7b4408d1901279920c1b9d84a","44877","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A27__candidate_193__D01448673_tang_ceiling_pattern_p244_i07_x3129_321x116.png"
"B3-028","B3_028__A28__candidate_194__D01448673_tang_ceiling_pattern_p245_i05_x3133_303x102.png","batch3_20260715","A28__candidate_194__D01448673_tang_ceiling_pattern_p245_i05_x3133_303x102.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_194__D01448673_tang_ceiling_pattern_p245_i05_x3133_303x102.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","004f3d33310b18f76b5fe4e9ca61f636d09c79c54698bc22e9a8534fded1c143","36623","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A28__candidate_194__D01448673_tang_ceiling_pattern_p245_i05_x3133_303x102.png"
"B3-029","B3_029__A29__candidate_197__D01448673_tang_ceiling_pattern_p246_i05_x3152_357x110.png","batch3_20260715","A29__candidate_197__D01448673_tang_ceiling_pattern_p246_i05_x3152_357x110.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_197__D01448673_tang_ceiling_pattern_p246_i05_x3152_357x110.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","db02f94973982b69d27d8c19e7c6e83b696fdc1ef6598c92e223963a4a3d5fca","39115","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A29__candidate_197__D01448673_tang_ceiling_pattern_p246_i05_x3152_357x110.png"
"B3-030","B3_030__A30__candidate_200__D01448673_tang_ceiling_pattern_p247_i05_x3164_428x116.png","batch3_20260715","A30__candidate_200__D01448673_tang_ceiling_pattern_p247_i05_x3164_428x116.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_200__D01448673_tang_ceiling_pattern_p247_i05_x3164_428x116.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","87609ef8d491eee7d976c21da4fd64db6a1b37a111a6324808b9e9983cef86f1","47567","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A30__candidate_200__D01448673_tang_ceiling_pattern_p247_i05_x3164_428x116.png"
"B3-031","B3_031__A31__candidate_201__D01448673_tang_ceiling_pattern_p247_i06_x3165_235x90.png","batch3_20260715","A31__candidate_201__D01448673_tang_ceiling_pattern_p247_i06_x3165_235x90.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_201__D01448673_tang_ceiling_pattern_p247_i06_x3165_235x90.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","1c52dd6b98a27179fadc637bd55f1059b533d6f52a35e0bfe0bab78c7d2afc3b","19832","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A31__candidate_201__D01448673_tang_ceiling_pattern_p247_i06_x3165_235x90.png"
"B3-032","B3_032__A32__candidate_207__D01448673_tang_ceiling_pattern_p250_i05_x3198_353x90.png","batch3_20260715","A32__candidate_207__D01448673_tang_ceiling_pattern_p250_i05_x3198_353x90.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_207__D01448673_tang_ceiling_pattern_p250_i05_x3198_353x90.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","584ff06d8f54617d3921c5ae68b21f054f0e65d6c66a66f80c3c09ee99d5c8b5","33771","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A32__candidate_207__D01448673_tang_ceiling_pattern_p250_i05_x3198_353x90.png"
"B3-033","B3_033__A33__candidate_210__D01448673_tang_ceiling_pattern_p252_i03_x3229_705x92.png","batch3_20260715","A33__candidate_210__D01448673_tang_ceiling_pattern_p252_i03_x3229_705x92.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_210__D01448673_tang_ceiling_pattern_p252_i03_x3229_705x92.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","62210f923e1bed056a5474e68c99bec57824230cf6675af246e35626633a7a84","83356","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A33__candidate_210__D01448673_tang_ceiling_pattern_p252_i03_x3229_705x92.png"
"B3-034","B3_034__A34__candidate_212__D01448673_tang_ceiling_pattern_p252_i05_x3231_356x106.png","batch3_20260715","A34__candidate_212__D01448673_tang_ceiling_pattern_p252_i05_x3231_356x106.png","A_core_chinese","real_lineart","batch3_paper_or_public_collection","candidate_212__D01448673_tang_ceiling_pattern_p252_i05_x3231_356x106.png","https://ygx.sxu.edu.cn/db/%E5%AD%A6%E4%BD%8D/D01448673.pdf","research candidate; source copyright not independently cleared","continuous Chinese-style vine; mounted leaf/flower branch; usable 2D line art","68d1782c21683efe8094f6cbc5a5566e12a4b345d7ea575cc7a87e4db4e84d1b","46120","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\A34__candidate_212__D01448673_tang_ceiling_pattern_p252_i05_x3231_356x106.png"
"B3-035","B3_035__R01__meyer_01_p94_fig7_single_wave_acanthus.png","batch3_20260715","R01__meyer_01_p94_fig7_single_wave_acanthus.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_01_p94_fig7_single_wave_acanthus.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","3f76c3682cd1745fef1b4a9c33d92f9f982f18be85bebbc0a31aa1652be9d4c0","7286","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R01__meyer_01_p94_fig7_single_wave_acanthus.png"
"B3-036","B3_036__R02__meyer_02_p94_fig10_s_loop_flower_vine.png","batch3_20260715","R02__meyer_02_p94_fig10_s_loop_flower_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_02_p94_fig10_s_loop_flower_vine.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","5a69fec0b32584cb23c0d8b521afa53a9a6e3e405ced83d918e4f5482872f6a1","7296","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R02__meyer_02_p94_fig10_s_loop_flower_vine.png"
"B3-037","B3_037__R03__meyer_03_p94_fig12_alternating_leaf_flower_vine.png","batch3_20260715","R03__meyer_03_p94_fig12_alternating_leaf_flower_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_03_p94_fig12_alternating_leaf_flower_vine.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","9227c07cbcebe8c7f20dc6e2d38997697e5e90393ec748a15c98204ae0461ba2","8844","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R03__meyer_03_p94_fig12_alternating_leaf_flower_vine.png"
"B3-038","B3_038__R04__meyer_04_p95_fig1_natural_flower_vine.png","batch3_20260715","R04__meyer_04_p95_fig1_natural_flower_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_04_p95_fig1_natural_flower_vine.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","bb1729e9b586a9a2c67dcdd284cef14b945c94b19660c5ff5d3459a90beea92a","11741","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R04__meyer_04_p95_fig1_natural_flower_vine.png"
"B3-039","B3_039__R05__meyer_05_p95_fig2_grape_vine.png","batch3_20260715","R05__meyer_05_p95_fig2_grape_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_05_p95_fig2_grape_vine.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","dd15904bc19740dddc2c9ad60710f6d4b91e5d87bdf435d28a739e108d1bcfbd","12295","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R05__meyer_05_p95_fig2_grape_vine.png"
"B3-040","B3_040__R06__meyer_08_p96_fig1_symmetric_spiral_vine.png","batch3_20260715","R06__meyer_08_p96_fig1_symmetric_spiral_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_08_p96_fig1_symmetric_spiral_vine.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","cf6de8594f30207558d79301e81e5cc31f799040e44eae19d1c8dc184ecf17d3","12811","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R06__meyer_08_p96_fig1_symmetric_spiral_vine.png"
"B3-041","B3_041__R07__meyer_09_p96_fig3_continuous_flower_scroll.png","batch3_20260715","R07__meyer_09_p96_fig3_continuous_flower_scroll.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_09_p96_fig3_continuous_flower_scroll.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","5bc997c44a2cdf0b1e959a78ff8bc369ff220ba290912b5db433635c7f02e6b7","27735","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R07__meyer_09_p96_fig3_continuous_flower_scroll.png"
"B3-042","B3_042__R08__meyer_10_p96_fig5_flower_spiral_vine.png","batch3_20260715","R08__meyer_10_p96_fig5_flower_spiral_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_10_p96_fig5_flower_spiral_vine.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","cacb4b95e3e9fb19c1d71b44f902ecb4fef47a50090cad49f1a49035d8c7802d","13922","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R08__meyer_10_p96_fig5_flower_spiral_vine.png"
"B3-043","B3_043__R09__meyer_11_p96_fig7_grape_leaf_interlace.png","batch3_20260715","R09__meyer_11_p96_fig7_grape_leaf_interlace.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","meyer_11_p96_fig7_grape_leaf_interlace.png","https://commons.wikimedia.org/wiki/Category:Blatt-Rankenband","Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","217be86af096f0e6ff918c922609519a82448a263b3a3fa2ed377473c2c0b2e9","11112","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R09__meyer_11_p96_fig7_grape_leaf_interlace.png"
"B3-044","B3_044__R10__met_01_plate7_top_vine.png","batch3_20260715","R10__met_01_plate7_top_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","met_01_plate7_top_vine.png","https://www.metmuseum.org/art/collection/search/406539","The Met Open Access; Public Domain","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","d9637d973a2b32152b1a3bd12cc032431d6f5822df21366ae374fe3fdee4ccab","4768","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R10__met_01_plate7_top_vine.png"
"B3-045","B3_045__R11__met_02_plate8_top_vine.png","batch3_20260715","R11__met_02_plate8_top_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","met_02_plate8_top_vine.png","https://www.metmuseum.org/art/collection/search/406540","The Met Open Access; Public Domain","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","888bcec3c656889be2f089ed9e9fe3cf2a2da61ade1372d3e9bd705b6bf76204","4794","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R11__met_02_plate8_top_vine.png"
"B3-046","B3_046__R12__met_03_plate8_bottom_vine.png","batch3_20260715","R12__met_03_plate8_bottom_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","met_03_plate8_bottom_vine.png","https://www.metmuseum.org/art/collection/search/406540","The Met Open Access; Public Domain","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","0380e8fffae0748887c51c53c4d41d3d7c40a2d9652bc8b8ea87109b0cfe1771","4310","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R12__met_03_plate8_bottom_vine.png"
"B3-047","B3_047__R13__met_04_plate9_bottom_vine.png","batch3_20260715","R13__met_04_plate9_bottom_vine.png","R_cross_cultural_structure","real_lineart","batch3_paper_or_public_collection","met_04_plate9_bottom_vine.png","https://www.metmuseum.org/art/collection/search/406541","The Met Open Access; Public Domain","clean continuous vine and branch hierarchy; keep separate from Chinese-style gold set","65c285e5c1705b67cc5b900f270675f8c3c7c151c052215815c75bd7369c38bb","4695","D:\sdxl\chanzhi_sw_clean\data\review_candidates_batch3_20260715\R13__met_04_plate9_bottom_vine.png"
"B4-001","B4_001__01_CORE_001__CN_WEB_1__CNU001.png","web_batch4_20260716","01_CORE_001__CN_WEB_1__CNU001.png","core","real_lineart","Jicai","jicai_06.jpg","https://www.jicaizhipin.com/a/news/printingdesign/235.html","No open licence found; research screening only","闭环S形藤与成对叶片挂接清楚","0dff61ea3d41896279e08e52c8635f43fe8a5c917cce304ede8532f833481a7f","239830","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_001__CN_WEB_1__CNU001.png"
"B4-002","B4_002__01_CORE_002__CN_WEB_1__CNU002.png","web_batch4_20260716","01_CORE_002__CN_WEB_1__CNU002.png","core","real_lineart","Jicai","jicai_09.jpg","https://www.jicaizhipin.com/a/news/printingdesign/235.html","No open licence found; research screening only","交叉S形父干与大叶片层次清楚","111764c4d05459f14e242a29811b52ce00a9f1d6c090446799ad0bcfde643e51","250461","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_002__CN_WEB_1__CNU002.png"
"B4-003","B4_003__01_CORE_003__CN_WEB_1__CNU003.png","web_batch4_20260716","01_CORE_003__CN_WEB_1__CNU003.png","core","real_lineart","Jicai","jicai_07.jpg","https://www.jicaizhipin.com/a/news/printingdesign/235.html","No open licence found; research screening only","长距离S形走势稳定","d59e96e1a807a1956198f840f3e2afe6d6e5263cb930faa2f165330dbb3add40","299662","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_003__CN_WEB_1__CNU003.png"
"B4-004","B4_004__01_CORE_004__CN_WEB_1__CNU004.png","web_batch4_20260716","01_CORE_004__CN_WEB_1__CNU004.png","core","real_lineart","Sina","sina_sheet01_1645x1920.jpg","https://k.sina.cn/article_1550389102_p5c690f6e027012fbd.html","No open licence found; research screening only","花位、主藤和卷曲支梢关系完整","e81b7e6e7d5f11e984e4f41b6c95941b87f244e1ff3ee4e381d923036826fdaa","475922","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_004__CN_WEB_1__CNU004.png"
"B4-005","B4_005__01_CORE_005__CN_WEB_1__CNU005.png","web_batch4_20260716","01_CORE_005__CN_WEB_1__CNU005.png","core","real_lineart","Sina","sina_sheet04_1645x1920.jpg","https://k.sina.cn/article_1550389102_p5c690f6e027012fbd.html","No open licence found; research screening only","莲花与闭合回环藤结构可读","78bd3b188fdecdb935c0bfb80d3671ecb4fa118bbc3bbad446e8a6e5a9bfee8d","451978","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_005__CN_WEB_1__CNU005.png"
"B4-006","B4_006__01_CORE_006__CN_WEB_1__CNU007.png","web_batch4_20260716","01_CORE_006__CN_WEB_1__CNU007.png","core","real_lineart","Baidu","baidu_tashuo_scroll_studies.jpg","https://wapbaike.baidu.com/tashuo/browse/content?id=0973544b7b269d26d67cdc38","No open licence found; research screening only","葡萄、叶片在S形主藤上交替挂接","90dfddff8f4942b2dd71e50804dca261b8d62fd2c951d6155ef1651f86604def","171385","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_006__CN_WEB_1__CNU007.png"
"B4-007","B4_007__01_CORE_007__CN_WEB_1__CNU008.png","web_batch4_20260716","01_CORE_007__CN_WEB_1__CNU008.png","core","real_lineart","Baidu","baidu_tashuo_scroll_studies.jpg","https://wapbaike.baidu.com/tashuo/browse/content?id=0973544b7b269d26d67cdc38","No open licence found; research screening only","单主干和短叶枝适合作为简化样本","ee1655285b6c07aaec7a987aa7d1d6d74bbbaac1dde30dc49e759249887a3874","101511","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_007__CN_WEB_1__CNU008.png"
"B4-008","B4_008__01_CORE_008__CN_WEB_1__CNU009.png","web_batch4_20260716","01_CORE_008__CN_WEB_1__CNU009.png","core","real_lineart","Nipic","nipic_honeysuckle_sheet.jpg","https://www.nipic.com/show/48796371.html","No open licence found; research screening only","三线主干连续且叶瓣挂接明确","9e921415661b07b38f4abbcf818bc00bfbd3018741ed4b7e1cdcd50aa7cabb21","212659","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_008__CN_WEB_1__CNU009.png"
"B4-009","B4_009__01_CORE_009__CN_WEB_1__CNU010.png","web_batch4_20260716","01_CORE_009__CN_WEB_1__CNU010.png","core","real_lineart","Nipic","nipic_honeysuckle_sheet.jpg","https://www.nipic.com/show/48796371.html","No open licence found; research screening only","重复卷叶单元和父干连续性清楚","cfe8495d6e87ed0acd660821a184de8fa9778740436bceaac2e42ea7f28a0b3a","206200","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_009__CN_WEB_1__CNU010.png"
"B4-010","B4_010__01_CORE_010__CN_WEB_1__CNU011.png","web_batch4_20260716","01_CORE_010__CN_WEB_1__CNU011.png","core","real_lineart","Sina","sina_01.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","花叶沿连续弧形主藤重复","244e2662220d7f5da7c396cf2c7fc62a645df9cfacfd6754036559ead4793ebf","55888","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_010__CN_WEB_1__CNU011.png"
"B4-011","B4_011__01_CORE_011__CN_WEB_1__CNU013.png","web_batch4_20260716","01_CORE_011__CN_WEB_1__CNU013.png","core","real_lineart","Sina","sina_03.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","花朵、卷叶和波形藤连续","d231f196d0e69adf0f41c55a870dc2c642c96afa74ea4ec6dcecd49b6bb19c36","81895","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_011__CN_WEB_1__CNU013.png"
"B4-012","B4_012__01_CORE_012__CN_WEB_1__CNU014.png","web_batch4_20260716","01_CORE_012__CN_WEB_1__CNU014.png","core","real_lineart","Sina","sina_06.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","花果节点沿细波形藤均匀挂接","3d7ad7b9f0de1152e6f6f37412f9a431b0a598b3b92bd849105e2c364fb583d1","39936","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_012__CN_WEB_1__CNU014.png"
"B4-013","B4_013__01_CORE_013__CN_WEB_1__CNU015.png","web_batch4_20260716","01_CORE_013__CN_WEB_1__CNU015.png","core","real_lineart","Sina","sina_06.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","叶片、果实和卷曲支梢沿主藤交替","07766cc795441f667e09e6e16cebb537938f8d45645a94e95e9fa904e0c4b2e5","55004","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_013__CN_WEB_1__CNU015.png"
"B4-014","B4_014__01_CORE_014__CN_WEB_1__CNU016.png","web_batch4_20260716","01_CORE_014__CN_WEB_1__CNU016.png","core","real_lineart","Sina","sina_06.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","花朵与短枝形成清楚重复单元","a11e72e021a90e5adbe1d1fb6a234e297c2bf810a7be4b66e32298776970a897","62930","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_014__CN_WEB_1__CNU016.png"
"B4-015","B4_015__01_CORE_015__CN_WEB_1__CNU017.png","web_batch4_20260716","01_CORE_015__CN_WEB_1__CNU017.png","core","real_lineart","Sina","sina_06.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","果实花叶由连续细藤连接","043471c77f8da0cf587a33ee55cd1dadbcdac3fbfb49b4235139bb63b97645db","60312","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_015__CN_WEB_1__CNU017.png"
"B4-016","B4_016__01_CORE_016__CN_WEB_1__CNU018.png","web_batch4_20260716","01_CORE_016__CN_WEB_1__CNU018.png","core","real_lineart","Sina","sina_07.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","花果节点与双向卷枝关系可读","0db88c6d438398da02fb2e483c13ce4d72f2c304272cf345403deb753e473994","58771","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_016__CN_WEB_1__CNU018.png"
"B4-017","B4_017__01_CORE_017__CN_WEB_1__CNU019.png","web_batch4_20260716","01_CORE_017__CN_WEB_1__CNU019.png","core","real_lineart","Sina","sina_07.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","大花和叶片沿波形主藤交替","1f458807c5f0e196f41f246263d30d0f987b0597f8a050272b5a28223ac83c53","60876","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_017__CN_WEB_1__CNU019.png"
"B4-018","B4_018__01_CORE_018__CN_WEB_1__CNU020.png","web_batch4_20260716","01_CORE_018__CN_WEB_1__CNU020.png","core","real_lineart","Sina","sina_07.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","花叶和卷曲侧枝层级简洁","6a7c4dc9a6a21a32ffa31c74535df9f20c8e8cf45036b637bd03c9eeedd0f784","52437","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_018__CN_WEB_1__CNU020.png"
"B4-019","B4_019__01_CORE_019__CN_WEB_1__CNU021.png","web_batch4_20260716","01_CORE_019__CN_WEB_1__CNU021.png","core","real_lineart","Sina","sina_07.jpg","https://cj.sina.com.cn/articles/view/1872762823/p6fa017c702702b0dg","No open licence found; research screening only","花团由连续卷藤相连","7b420545c8bcde7fb608bad70bb8e1ca6d1eff1dcec4bd93aaa8a84013f87a05","63734","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_019__CN_WEB_1__CNU021.png"
"B4-020","B4_020__01_CORE_020__CN_WEB_2__R203.png","web_batch4_20260716","01_CORE_020__CN_WEB_2__R203.png","core","real_lineart","Sina","sina_20230514_03","https://cj.sina.com.cn/articles/view/3925604985/pe9fbfa79027021c0b","Sina repost; no open licence found; research screening only","Alternating flower anchors on an S-shaped vine with repeated secondary curls","fc479a318d0c0e47c6421f2c7ea8abe6ca32c2ad7f552e95c3b80deeec66e6c2","123432","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_020__CN_WEB_2__R203.png"
"B4-021","B4_021__01_CORE_021__CN_WEB_2__R205.png","web_batch4_20260716","01_CORE_021__CN_WEB_2__R205.png","core","real_lineart","Sina","sina_20230514_04","https://cj.sina.com.cn/articles/view/3925604985/pe9fbfa79027021c0b","Sina repost; no open licence found; research screening only","Repeated flower nodes connected by large opposing leaf-scroll branches","6a5f4f7bfff30888228eee23ea8212cdf689b97513f6c6db375e7fc94a762285","108028","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_021__CN_WEB_2__R205.png"
"B4-022","B4_022__01_CORE_022__OPEN_COLLECTION__OC04.jpg","web_batch4_20260716","01_CORE_022__OPEN_COLLECTION__OC04.jpg","core","real_lineart","Met / Cooper Hewitt / Wikimedia Commons","OC04","https://www.metmuseum.org/art/collection/search/386403","CC0","monochrome foliage scroll with traceable central and lateral branches","2d65acc4d9c5a46500069fcf405ae58741f5ad99917582f4c469350450a926f6","1964197","D:\sdxl\chanzhi_sw_clean\data\review_candidates_web_batch4_20260716\01_CORE_022__OPEN_COLLECTION__OC04.jpg"
