participant_id,presentation_sequence,blind_stimulus_id,order_form,stimulus_file
P22,13,S692058,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S692058_F1.png
P22,14,S951832,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F1.png
P22,15,S925514,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F1.png
P23,1,S322620,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S322620_F2.png
P23,2,S216137,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F2.png
P23,3,S654103,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S654103_F2.png
P23,4,S139511,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S139511_F2.png
P23,5,S695236,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S695236_F2.png
P23,6,S100142,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S100142_F2.png
P23,7,S765282,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S765282_F2.png
P23,8,S255676,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S255676_F2.png
P23,9,S244659,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S244659_F2.png
P23,10,S951832,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F2.png
P23,11,S692058,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S692058_F2.png
P23,12,S632785,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S632785_F2.png
P23,13,S120929,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S120929_F2.png
P23,14,S168905,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S168905_F2.png
P23,15,S925514,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F2.png
P24,1,S765282,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S765282_F3.png
P24,2,S951832,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F3.png
P24,3,S322620,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S322620_F3.png
P24,4,S632785,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S632785_F3.png
P24,5,S244659,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S244659_F3.png
P24,6,S120929,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S120929_F3.png
P24,7,S695236,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S695236_F3.png
P24,8,S654103,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S654103_F3.png
P24,9,S100142,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S100142_F3.png
P24,10,S255676,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S255676_F3.png
P24,11,S139511,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S139511_F3.png
P24,12,S692058,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S692058_F3.png
P24,13,S168905,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S168905_F3.png
P24,14,S925514,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F3.png
P24,15,S841610,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F3.png
P25,1,S654103,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S654103_F1.png
P25,2,S695236,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S695236_F1.png
P25,3,S120929,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S120929_F1.png
P25,4,S513715,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F1.png
P25,5,S925514,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F1.png
P25,6,S244659,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S244659_F1.png
P25,7,S139511,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S139511_F1.png
P25,8,S100142,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S100142_F1.png
P25,9,S632785,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S632785_F1.png
P25,10,S765282,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S765282_F1.png
P25,11,S951832,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F1.png
P25,12,S692058,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S692058_F1.png
P25,13,S322620,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S322620_F1.png
P25,14,S841610,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F1.png
P25,15,S255676,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S255676_F1.png
P26,1,S925514,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F2.png
P26,2,S322620,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S322620_F2.png
P26,3,S100142,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S100142_F2.png
P26,4,S513715,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F2.png
P26,5,S654103,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S654103_F2.png
P26,6,S692058,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S692058_F2.png
P26,7,S632785,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S632785_F2.png
P26,8,S255676,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S255676_F2.png
P26,9,S951832,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F2.png
P26,10,S244659,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S244659_F2.png
P26,11,S765282,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S765282_F2.png
P26,12,S120929,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S120929_F2.png
P26,13,S695236,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S695236_F2.png
P26,14,S286860,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F2.png
P26,15,S841610,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F2.png
P27,1,S213539,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F3.png
P27,2,S654103,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S654103_F3.png
P27,3,S951832,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F3.png
P27,4,S692058,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S692058_F3.png
P27,5,S695236,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S695236_F3.png
P27,6,S765282,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S765282_F3.png
P27,7,S925514,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F3.png
P27,8,S100142,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S100142_F3.png
P27,9,S513715,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F3.png
P27,10,S120929,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S120929_F3.png
P27,11,S286860,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F3.png
P27,12,S255676,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S255676_F3.png
P27,13,S244659,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S244659_F3.png
P27,14,S322620,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S322620_F3.png
P27,15,S841610,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F3.png
P28,1,S925514,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F1.png
P28,2,S513715,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F1.png
P28,3,S100142,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S100142_F1.png
P28,4,S765282,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S765282_F1.png
P28,5,S213539,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F1.png
P28,6,S120929,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S120929_F1.png
P28,7,S286860,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F1.png
P28,8,S695236,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S695236_F1.png
P28,9,S255676,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S255676_F1.png
P28,10,S322620,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S322620_F1.png
P28,11,S951832,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F1.png
P28,12,S841610,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F1.png
P28,13,S724485,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F1.png
P28,14,S244659,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S244659_F1.png
P28,15,S654103,F1,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S654103_F1.png
P29,1,S513715,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F2.png
P29,2,S100142,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S100142_F2.png
P29,3,S244659,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S244659_F2.png
P29,4,S322620,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S322620_F2.png
P29,5,S925514,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F2.png
P29,6,S120929,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S120929_F2.png
P29,7,S286860,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F2.png
P29,8,S724485,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F2.png
P29,9,S300932,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F2.png
P29,10,S695236,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S695236_F2.png
P29,11,S765282,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S765282_F2.png
P29,12,S951832,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F2.png
P29,13,S841610,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F2.png
P29,14,S213539,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F2.png
P29,15,S255676,F2,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S255676_F2.png
P30,1,S724485,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S724485_F3.png
P30,2,S213539,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S213539_F3.png
P30,3,S120929,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S120929_F3.png
P30,4,S925514,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S925514_F3.png
P30,5,S244659,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S244659_F3.png
P30,6,S951832,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S951832_F3.png
P30,7,S841610,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S841610_F3.png
P30,8,S237615,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S237615_F3.png
P30,9,S255676,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S255676_F3.png
P30,10,S765282,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S765282_F3.png
P30,11,S286860,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S286860_F3.png
P30,12,S100142,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S100142_F3.png
P30,13,S322620,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S322620_F3.png
P30,14,S300932,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S300932_F3.png
P30,15,S513715,F3,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513715_F3.png
