blind_stimulus_id,order_form,panel_label,method,case_id,prototype_id,backbone_variant,density_level,replicate,production_seed,stimulus_file,source_png
S513164,F2,A,Ours,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\Ours\formal_triple.png
S513164,F2,B,FixedSlot,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\FixedSlot\formal_triple.png
S513164,F2,C,LocalGreedy,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\LocalGreedy\formal_triple.png
S513164,F3,A,FixedSlot,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\FixedSlot\formal_triple.png
S513164,F3,B,LocalGreedy,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\LocalGreedy\formal_triple.png
S513164,F3,C,Ours,C085,proto_sw_3_2,swept,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S513164_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C085\methods\Ours\formal_triple.png
S594442,F1,A,Ours,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\Ours\formal_triple.png
S594442,F1,B,LocalGreedy,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\LocalGreedy\formal_triple.png
S594442,F1,C,FixedSlot,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\FixedSlot\formal_triple.png
S594442,F2,A,LocalGreedy,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\LocalGreedy\formal_triple.png
S594442,F2,B,FixedSlot,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\FixedSlot\formal_triple.png
S594442,F2,C,Ours,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\Ours\formal_triple.png
S594442,F3,A,FixedSlot,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\FixedSlot\formal_triple.png
S594442,F3,B,Ours,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\Ours\formal_triple.png
S594442,F3,C,LocalGreedy,C007,proto_sw_1_1,compact,simple,1,100000,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S594442_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C007\methods\LocalGreedy\formal_triple.png
S402260,F1,A,Ours,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\Ours\formal_triple.png
S402260,F1,B,LocalGreedy,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\LocalGreedy\formal_triple.png
S402260,F1,C,FixedSlot,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\FixedSlot\formal_triple.png
S402260,F2,A,LocalGreedy,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\LocalGreedy\formal_triple.png
S402260,F2,B,FixedSlot,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\FixedSlot\formal_triple.png
S402260,F2,C,Ours,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\Ours\formal_triple.png
S402260,F3,A,FixedSlot,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\FixedSlot\formal_triple.png
S402260,F3,B,Ours,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\Ours\formal_triple.png
S402260,F3,C,LocalGreedy,C052,proto_sw_2_3,swept,medium,2,100009,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S402260_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C052\methods\LocalGreedy\formal_triple.png
S857430,F1,A,Ours,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\Ours\formal_triple.png
S857430,F1,B,FixedSlot,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\FixedSlot\formal_triple.png
S857430,F1,C,LocalGreedy,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\LocalGreedy\formal_triple.png
S857430,F2,A,FixedSlot,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\FixedSlot\formal_triple.png
S857430,F2,B,LocalGreedy,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\LocalGreedy\formal_triple.png
S857430,F2,C,Ours,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\Ours\formal_triple.png
S857430,F3,A,LocalGreedy,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\LocalGreedy\formal_triple.png
S857430,F3,B,Ours,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\Ours\formal_triple.png
S857430,F3,C,FixedSlot,C075,proto_sw_3_2,expanded,medium,1,100008,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S857430_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C075\methods\FixedSlot\formal_triple.png
S941288,F1,A,Ours,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\Ours\formal_triple.png
S941288,F1,B,FixedSlot,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\FixedSlot\formal_triple.png
S941288,F1,C,LocalGreedy,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\LocalGreedy\formal_triple.png
S941288,F2,A,FixedSlot,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\FixedSlot\formal_triple.png
S941288,F2,B,LocalGreedy,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\LocalGreedy\formal_triple.png
S941288,F2,C,Ours,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\Ours\formal_triple.png
S941288,F3,A,LocalGreedy,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\LocalGreedy\formal_triple.png
S941288,F3,B,Ours,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\Ours\formal_triple.png
S941288,F3,C,FixedSlot,C056,proto_sw_3_1,expanded,simple,2,100013,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S941288_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C056\methods\FixedSlot\formal_triple.png
S501143,F1,A,LocalGreedy,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\LocalGreedy\formal_triple.png
S501143,F1,B,Ours,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\Ours\formal_triple.png
S501143,F1,C,FixedSlot,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\FixedSlot\formal_triple.png
S501143,F2,A,Ours,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\Ours\formal_triple.png
S501143,F2,B,FixedSlot,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\FixedSlot\formal_triple.png
S501143,F2,C,LocalGreedy,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\LocalGreedy\formal_triple.png
S501143,F3,A,FixedSlot,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\FixedSlot\formal_triple.png
S501143,F3,B,LocalGreedy,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\LocalGreedy\formal_triple.png
S501143,F3,C,Ours,C081,proto_sw_3_2,compact,medium,1,100006,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S501143_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C081\methods\Ours\formal_triple.png
S412510,F1,A,Ours,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\Ours\formal_triple.png
S412510,F1,B,LocalGreedy,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\LocalGreedy\formal_triple.png
S412510,F1,C,FixedSlot,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\FixedSlot\formal_triple.png
S412510,F2,A,LocalGreedy,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\LocalGreedy\formal_triple.png
S412510,F2,B,FixedSlot,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\FixedSlot\formal_triple.png
S412510,F2,C,Ours,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\Ours\formal_triple.png
S412510,F3,A,FixedSlot,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\FixedSlot\formal_triple.png
S412510,F3,B,Ours,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\Ours\formal_triple.png
S412510,F3,C,LocalGreedy,C063,proto_sw_3_1,compact,medium,1,100010,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S412510_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C063\methods\LocalGreedy\formal_triple.png
S216137,F1,A,Ours,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\Ours\formal_triple.png
S216137,F1,B,FixedSlot,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\FixedSlot\formal_triple.png
S216137,F1,C,LocalGreedy,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F1.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\LocalGreedy\formal_triple.png
S216137,F2,A,FixedSlot,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\FixedSlot\formal_triple.png
S216137,F2,B,LocalGreedy,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\LocalGreedy\formal_triple.png
S216137,F2,C,Ours,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F2.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\Ours\formal_triple.png
S216137,F3,A,LocalGreedy,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\LocalGreedy\formal_triple.png
S216137,F3,B,Ours,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\Ours\formal_triple.png
S216137,F3,C,FixedSlot,C067,proto_sw_3_1,swept,simple,1,100021,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq4\human_evaluation\human_stimuli\S216137_F3.png,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods\raw_cases\C067\methods\FixedSlot\formal_triple.png
